사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Sep.19,8호선,2820,장지,1,0,5038,1844,16251,8339,50965,19903,60423,51190,33908,35392,22490,22856,20673,21398,22185,26162,24170,23328,22802,24747,26872,27680,32579,29925,37459,35017,54212,51228,30471,41212,22638,24221,24623,22920,17000,21041,4909,12946,774,4221,7,21,0,0,0,0
Sep.19,8호선,2821,복정,4,0,3673,1909,11303,8248,35168,11451,43622,22338,25651,19656,16241,10965,13605,8948,15778,10774,14937,10611,15157,11248,16115,12240,21861,14736,27539,20132,27610,31399,15817,26942,11259,18329,8804,15668,7760,14514,2773,7017,537,1568,5,12,0,0,0,0
Sep.19,8호선,2822,산성,20,0,4507,1279,8005,5993,19816,4338,25921,12574,14337,6766,9039,6421,8426,4953,9191,5392,8287,6170,8058,6240,8879,8371,11933,10315,12870,12737,9127,18311,4694,16197,3176,11278,2408,11405,1755,10737,747,5995,148,2019,3,16,0,0,0,0
Sep.19,8호선,2823,남한산성입구(성남법원.검찰청),34,2,9703,1386,20178,5610,52532,10948,66898,33404,35767,32006,22594,17101,20524,11081,21971,15263,19897,17471,19272,14005,21910,18286,25024,22537,27100,26921,26394,41223,13382,37950,9002,23774,7012,23879,5444,24571,2735,14448,419,4709,4,40,0,0,0,0
Sep.19,8호선,2824,단대오거리,13,1,8560,1567,15361,5322,37572,10708,44445,21628,24450,13166,17512,8808,16034,8358,17295,10388,16193,10866,14756,11523,15811,16051,18267,18189,19802,22659,23172,35185,12807,30862,8422,20811,6610,18758,5470,18202,2428,11497,435,3500,2,53,0,0,0,0
Sep.19,8호선,2825,신흥,2,0,4039,569,5589,2131,12832,2975,16207,5649,10389,5482,7299,5136,7348,5506,7246,7042,7217,8412,7178,8587,7434,9819,8729,10813,9130,12425,8385,17427,5749,14946,4586,9505,3931,8702,2790,7241,1444,4650,277,1334,7,199,0,0,0,0
Sep.19,8호선,2826,수진,0,0,3540,552,6133,2561,14738,4655,21067,12472,12820,6987,8917,6633,8455,7162,9840,6013,9692,9737,8304,9459,9914,8617,11976,9638,11997,10435,9308,15060,5572,12944,4468,8057,4441,7625,2831,7309,1396,4619,222,1479,3,261,0,5,0,0
Sep.19,8호선,2827,모란,5,0,1676,567,2959,3093,9547,4716,11774,8693,7271,6243,6738,5675,7391,6170,8725,5955,9419,6389,8999,6163,9848,6313,11388,7693,10586,7552,10915,9230,6532,6766,4473,4460,4254,4344,3875,3683,2077,2327,621,1271,6,421,0,5,0,0
Sep.19,9호선,4101,개화,19,0,3220,264,14682,3754,40614,4824,32075,6965,16023,4068,11392,3433,8938,3903,7675,3966,6633,4165,6002,4876,6562,6476,7739,7591,10029,9362,10328,15097,5001,18724,3076,10799,2583,7658,1079,7372,548,4520,170,1446,0,97,0,0,0,0
Sep.19,9호선,4102,김포공항,45,0,1931,2513,4706,14760,12700,18826,14458,20857,11315,20556,10371,19963,12707,21897,12573,23978,14457,27343,17365,25344,21338,22194,18837,25818,22037,30400,26923,33020,20688,20643,18745,9898,17178,6412,15097,5199,4638,3200,181,1743,0,141,0,2,0,0
Sep.19,9호선,4103,공항시장,11,0,2875,241,4592,1255,8344,1894,9660,3580,6179,3593,4793,3473,4536,3356,4898,3476,4853,4206,4194,4832,4617,5087,4707,6241,4382,7378,4597,9660,2902,10166,2474,6575,1955,5857,1611,5820,862,4329,155,1525,0,130,0,0,0,0
Sep.19,9호선,4104,신방화,2,0,4454,668,11932,2221,28417,5714,28687,11056,15418,6755,11597,5514,9897,5887,10700,7161,10456,8302,9042,8387,9988,10658,11644,12849,9542,14659,10169,23438,6151,22359,4707,13968,3920,12380,3263,12393,1377,8223,223,3039,4,71,0,0,0,0
Sep.19,9호선,4105,마곡나루,8,0,3860,596,8845,6053,26383,10128,27489,28650,14602,16100,10481,10024,10848,8705,12176,10077,12909,10665,12702,11293,13642,12323,15416,13615,22271,18469,29592,28824,14676,28233,12165,17295,12017,16537,10037,16170,5171,10589,814,3981,2,216,0,0,0,0
Sep.19,9호선,4106,양천향교,3,0,4310,856,9137,7314,26539,9409,27229,30420,15972,12656,11804,7758,11758,7244,12709,8550,12037,8859,11178,10148,12067,10643,14603,11805,18710,15614,25301,22941,10852,24728,7091,15670,6684,15528,4448,14900,1879,10094,426,3301,3,118,0,0,0,0
Sep.19,9호선,4107,가양,48,0,13997,1516,25188,8399,74420,24484,78886,39277,43373,24129,33071,18548,30312,17533,31289,18455,29749,24593,26384,25451,28352,28323,31450,34590,38088,40870,42809,62248,22193,63954,15552,39301,13594,34273,10052,35638,4192,23565,679,7868,5,338,0,3,0,0
Sep.19,9호선,4108,증미,0,0,2216,718,6877,2754,19027,6157,18872,28358,10825,11484,9096,7065,9073,7505,9399,7542,9504,8124,9068,9402,9929,10237,10484,11231,12797,11525,26855,18805,9473,17355,6058,10182,5182,8345,3831,7840,1593,5512,224,1777,2,35,0,0,0,0
Sep.19,9호선,4109,등촌,22,1,4747,1027,12531,4096,35370,6733,40829,16451,21692,11657,16921,10063,16532,9516,16342,12110,15774,13395,14701,14033,14515,17479,16411,19158,16941,22248,17769,36158,9435,33324,7102,18768,5890,18203,4427,15826,2445,9902,468,3025,8,54,0,0,0,0
Sep.19,9호선,4110,염창,36,2,10411,646,25401,4830,74808,8246,82353,21595,43973,12319,28079,11086,24467,10952,24689,14048,22902,15599,18782,17595,18132,22664,20234,26618,22380,36209,26205,63362,14304,62208,10899,38601,9297,36081,7665,36353,3784,24400,661,7931,8,911,0,0,0,0
Sep.19,9호선,4111,신목동,1,0,2015,282,6142,1923,18346,3243,18083,5101,8892,3132,6428,2478,5724,2672,6030,3340,4963,4291,4289,4957,4536,5056,5452,6060,6309,7765,6853,13019,3285,11420,2377,7360,2256,6744,1918,7578,839,4655,194,1502,4,177,0,1,0,0
Sep.19,9호선,4112,선유도,0,0,2151,979,4842,3779,17347,9409,18960,32995,9555,13780,7329,6621,7861,6560,8467,6318,8375,7621,8066,7690,9008,7789,11166,10033,16000,11160,30553,17322,11975,14394,6968,8579,6417,7473,4646,7783,2124,5135,413,1636,4,121,0,0,0,0
Sep.19,9호선,4113,당산,25,0,7175,1546,18239,6629,48596,15544,61054,39577,36766,23364,27938,17033,27348,17791,29712,19311,27539,21386,25272,22593,25338,25175,27756,29727,35491,41028,45858,62381,26637,51909,20553,35277,19515,33795,17120,34011,8581,21621,1435,6270,15,218,0,0,0,0
Sep.19,9호선,4114,국회의사당,4,0,1038,1664,1895,9525,3697,39126,6759,136669,7190,57634,9416,25004,13325,19291,16787,19062,18763,20379,21605,17583,24844,14107,31925,12278,54653,14189,108757,15148,38706,8950,25494,5354,24775,4358,18484,3535,6064,2418,968,849,4,6,0,0,0,0
Sep.19,9호선,4115,여의도,11,1,2288,1934,4274,23618,9311,107093,12089,151597,11769,55543,13985,24242,19425,23865,19529,22634,24631,26491,25490,21158,30509,20299,39909,21952,99339,23337,130125,26825,57104,19803,41091,11035,39008,9179,25758,9348,9442,5461,1345,2091,8,241,0,0,0,0
Sep.19,9호선,4116,샛강,14,0,974,899,2080,3882,4591,11702,5688,23046,4703,12574,4728,7811,5719,7010,6133,6649,6912,6795,7109,7176,8725,6881,9383,7390,15177,8839,24653,12060,10006,8386,8716,4550,7013,3742,5937,3608,2930,2237,625,795,6,44,0,2,0,0
Sep.19,9호선,4117,노량진,260,4,14872,2344,22380,18718,59424,57648,91424,81027,51058,44468,34800,32199,33662,33196,39431,39043,45262,41648,40317,36845,40732,39967,45468,46556,52859,62564,70513,94667,39004,69303,36973,45015,44408,44321,60360,43045,17991,27353,1826,7836,20,313,0,6,0,0
Sep.19,9호선,4118,노들,29,1,3478,256,5590,1368,16628,2903,19152,4702,11357,4966,8590,4456,7360,4215,8047,4477,7988,5492,6403,5968,6265,7058,6602,7945,7679,9408,7244,14441,4468,12484,3109,7974,2841,7624,2782,7152,1027,4591,235,1370,2,65,0,0,0,0
Sep.19,9호선,4119,흑석(중앙대입구),6,1,3361,975,5936,4651,17856,10931,22522,28698,15681,20273,13611,20481,13936,15045,15971,15493,17085,15576,16859,14833,21659,15239,24649,16265,29041,21308,25842,29995,15648,24027,13407,15260,13956,13628,11646,14071,6740,10297,1462,3133,2,91,0,0,0,0
Sep.19,9호선,4120,동작(현충원),3,0,1137,270,1663,1560,5120,1842,6872,3968,4232,3736,3230,3573,4910,2760,4611,2820,3993,3072,4286,2817,4581,2849,4431,2485,4185,2939,4282,4413,2184,3362,1747,2025,1684,2204,1322,2328,611,1435,121,1149,4,300,0,3,0,0
Sep.19,9호선,4121,구반포,4,0,568,173,1606,1809,4775,3096,6014,6172,4222,5479,3819,4895,3851,5216,4688,5084,5880,5606,5737,5480,5784,5587,6038,6326,6599,6675,8558,8538,5344,6956,4000,4028,3882,3136,3480,3306,1119,1917,172,685,3,43,0,0,0,0
Sep.19,9호선,4122,신반포,0,0,412,261,1864,2749,5919,6833,7657,8025,5808,6065,4455,4817,4137,3974,4962,3878,5365,4994,5125,5002,6208,5419,7376,6048,7673,6710,8560,8583,5360,7655,4278,4200,4347,3304,3186,3452,1295,2269,192,691,5,29,0,0,0,0
Sep.19,9호선,4123,고속터미널,27,0,2198,1599,4751,15526,14792,22385,19781,30095,15814,32199,14129,35541,16321,41029,20215,40805,23459,41751,25978,44689,29813,47582,34073,49576,36647,53067,38021,58826,33794,43511,32702,27726,29160,21719,22058,19695,9540,10610,1623,2256,35,65,0,0,0,0
Sep.19,9호선,4124,사평,5,0,823,124,3055,1844,9358,4121,10735,6155,6982,3263,4884,2824,4750,2424,4975,4002,4631,4894,4251,4530,5130,5729,6915,5855,6870,7223,7075,10049,4476,8468,2910,5429,2182,4902,1733,4626,749,2518,147,994,1,21,0,0,0,0
Sep.19,9호선,4125,신논현,16,0,5574,1908,14605,15476,31727,43182,43748,97368,32448,89008,27139,52580,31113,43233,37415,43903,42279,46898,44667,47301,49821,46159,58511,49195,77472,66183,110600,99036,78850,77835,62656,39219,69400,31653,67402,27074,33624,17203,6213,4345,34,334,1,3,1,0
Sep.19,공항철도 1호선,4201,서울역,159,0,5503,1402,6219,14288,13689,18789,19783,28162,18591,24368,19230,19996,24809,20064,27356,22044,26246,18579,19835,20451,29813,18894,29625,22400,32648,21495,34689,24344,28665,20686,21087,15153,20838,12221,15763,9841,8330,5249,371,3342,56,50,0,0,0,0
Sep.19,공항철도 1호선,4202,공덕,68,0,1518,146,2414,1222,5727,2901,5780,9085,4002,4752,2880,3142,2933,3227,3174,3697,3033,3656,2805,3561,3028,3996,3347,4903,4369,6484,8100,10867,4235,8107,3000,5018,3116,4733,2300,5186,1414,3607,100,1537,1,12,0,0,0,0
Sep.19,공항철도 1호선,4203,홍대입구,241,10,5217,469,6695,3162,11623,8298,14665,21398,14128,22011,14370,16126,15768,17308,15785,21992,16441,22297,16339,21850,19432,22264,22830,23671,27428,27729,33868,37280,27834,29259,25479,17400,29658,14836,30089,12897,15625,10627,1501,3089,14,32,0,0,0,0
Sep.19,공항철도 1호선,4204,디지털미디어시티,68,1,3288,769,6651,5346,17278,21662,19193,79609,11343,36332,8263,14489,8869,10720,10455,10757,11904,12821,12114,10779,14481,9950,18302,10692,31514,13261,79904,19863,32718,15542,19357,9499,17267,7905,14016,7170,6254,4765,855,2690,3,20,0,15,0,0
Sep.19,공항철도 1호선,4206,마곡나루,8,2,1216,622,2941,6534,9015,12958,10579,35262,5877,16196,4036,5546,4347,3705,5021,3946,4926,4546,4766,4268,7162,4072,10589,4920,31080,6418,29225,9902,11625,7921,7927,5002,6349,4839,4012,4970,1953,3069,317,2174,1,24,0,17,0,0
Sep.19,공항철도 1호선,4207,김포공항,27,1,2055,2003,3762,11466,8723,22193,15097,21306,16425,12088,16474,10449,19664,11044,17739,12736,21531,13212,22162,11822,24538,10700,18447,12361,24145,14433,32547,14394,22696,9213,18287,4729,18659,3068,17526,2419,7818,1602,222,996,4,27,0,3,0,0
Sep.19,공항철도 1호선,4208,계양,16,1,8644,720,22601,3414,62759,4341,53827,6768,29053,6389,19979,4711,17351,5454,16161,6618,13889,8230,10869,10129,10263,12925,12505,17777,12334,23061,10833,40334,6702,44373,4783,28045,4038,23753,2729,26270,1363,15725,266,4231,1,49,0,0,0,0
Sep.19,공항철도 1호선,4209,검암,1494,22,9289,655,17302,3164,41882,8353,30554,14638,15773,5880,11508,4978,11563,4537,10843,6072,9288,6834,8235,8152,7992,8806,9639,11831,11235,15841,15844,27063,6601,30769,5218,19841,4395,16482,3008,17801,1446,11844,258,6815,0,69,0,0,0,0
Sep.19,공항철도 1호선,4210,청라국제도시,165,1,4514,286,16021,3619,33309,7337,19857,17262,11602,4988,9177,3564,9011,3501,8133,4460,7324,5167,6259,5500,7163,6830,8453,9489,12334,11875,18138,19120,6010,23623,4331,14008,3485,12605,2697,13002,1143,9599,194,2903,1,9,0,0,0,0
Sep.19,공항철도 1호선,4211,운서,78,1,9373,716,11272,6325,19141,9791,18576,14229,11580,10019,11442,5917,12927,5961,13280,6696,10209,8062,9676,8195,10073,11660,12079,12229,15417,14519,13534,20942,8184,18061,7373,15236,7367,16542,5681,16585,2706,11871,411,4857,3,21,0,0,0,0
Sep.19,공항철도 1호선,4212,공항화물청사,5,0,601,500,1768,6892,2057,14319,2296,25231,2716,3840,845,2072,837,3382,1149,3269,1459,1544,2162,860,2816,920,4557,1352,8907,1482,17930,1020,5051,3096,3377,2954,4585,1123,2702,311,788,173,7,54,2,1,0,0,0,0
Sep.19,공항철도 1호선,4213,인천공항1터미널,0,0,16882,6994,16737,17244,19211,35159,20079,39705,20364,25070,19084,22439,20296,32593,24635,38969,29644,33341,36694,33653,39950,23018,35543,30000,35740,29198,37167,26704,25592,23595,23452,20965,26973,12881,27496,10655,13110,7587,104,8726,20,37,0,0,0,0
Sep.19,공항철도 1호선,4215,인천공항2터미널,0,0,6053,3575,5331,8197,6825,15005,7835,14207,6875,9074,4319,10976,5985,11445,9744,12811,7578,8727,8809,7548,12014,9436,12751,9602,18504,10919,21010,5930,10566,3229,8250,2597,8779,2965,6937,2080,3524,1698,11,1039,7,4,0,0,0,0
Sep.19,공항철도 1호선,4217,영종,12,0,2332,179,5758,1892,10399,2430,8129,3343,6017,2178,5392,1957,5015,2625,4882,3186,4073,3236,3676,3751,3776,4383,4414,4652,4913,6510,3865,7990,2487,9185,1946,6294,1742,6440,1064,6137,598,4667,102,2200,2,5,0,0,0,0
Sep.19,9호선2~3단계,4126,언주,15,1,1690,884,3283,7642,5912,13092,8782,41676,8117,36646,8588,16392,10280,11370,11556,10403,11455,12058,13169,11185,14630,9782,17604,11111,27182,11434,43913,13916,22775,11381,13299,7189,12354,6653,9033,6134,3916,4415,644,1769,6,68,0,0,0,0
Sep.19,9호선2~3단계,4127,선정릉,7,0,903,869,3749,5121,8647,14798,9889,45204,7556,36129,6599,18174,7702,12171,9793,11485,10351,12299,11198,10863,12579,10421,14598,10494,20995,12034,42382,14637,25497,12096,14445,7476,13393,7282,10677,6743,4191,4091,751,1700,10,45,0,0,0,0
Sep.19,9호선2~3단계,4128,삼성중앙,11,1,912,362,2502,2934,5453,8024,6446,33429,5753,23801,5380,9008,5920,7166,6745,7395,7455,6864,8365,7455,9014,6762,10625,7653,14979,8633,31907,11020,16793,8896,9010,5424,8002,4652,6049,4198,2481,3008,447,864,2,32,0,0,0,0
Sep.19,9호선2~3단계,4129,봉은사,11,2,1703,1336,5101,10285,9860,33046,10332,89083,9848,60434,9773,35509,14514,29960,18400,26990,22791,28473,25275,25108,30880,23941,36750,22118,55311,23445,85475,26314,48087,18313,34550,9521,31421,8066,23821,7077,7165,3964,1102,920,5,32,0,0,0,0
Sep.19,9호선2~3단계,4130,종합운동장,9,0,1349,322,3686,1779,9717,3847,11160,8331,7580,5890,5127,4147,5741,4610,5788,4868,6739,5542,6169,5607,6279,5824,7301,7241,8897,9061,11556,13666,7269,11024,6350,6888,6548,6324,6642,5727,3304,4077,642,1084,9,37,0,0,0,0
Sep.19,9호선2~3단계,4131,삼전,12,0,3288,354,5888,1861,15528,2892,23329,7383,15754,5621,9538,5005,8104,4630,8450,5094,8696,6253,7411,6778,7334,7410,7595,9833,9077,12488,10921,19402,6521,18009,5089,11506,3862,10855,3743,10502,1654,7901,328,2691,5,98,0,1,0,0
Sep.19,9호선2~3단계,4132,석촌고분,7,0,1886,269,4510,1870,13043,3351,19266,7854,12776,6470,8369,4348,7670,4770,8253,4970,7490,6622,6931,6335,7106,6657,8048,8598,8687,10732,9808,15472,5529,14813,3987,10073,3619,9047,2851,8860,1404,5860,234,1900,4,51,0,0,0,0
Sep.19,9호선2~3단계,4133,석촌,5,0,2684,186,7453,1660,19904,4008,23099,7809,15841,7277,9975,6248,9392,5480,9822,6460,10369,7200,9176,7149,9206,8510,10575,9017,12292,12187,13234,20242,8682,18216,7171,10622,7281,11022,6424,10981,2957,6476,655,1924,2,27,1,2,0,0
Sep.19,9호선2~3단계,4134,송파나루,3,0,1466,198,2892,1596,9112,2187,11597,6956,7924,5556,5063,4712,4976,4430,5873,5553,6116,5780,5433,5860,6019,6247,5716,7093,6597,9514,9192,14897,5410,12257,4829,6137,4626,5709,3793,5548,1619,3665,279,1129,4,16,0,2,0,0
Sep.19,9호선2~3단계,4135,한성백제,2,0,770,200,2174,1191,5754,1403,7244,4478,4206,3647,2899,2744,3043,2838,3500,2961,3818,3519,3729,3784,4399,3746,4743,4549,5759,4610,6667,5765,3509,5824,2861,3245,2936,2894,1874,2928,695,1902,109,626,2,6,0,1,0,0
Sep.19,9호선2~3단계,4136,올림픽공원(한국체대),5,0,1144,292,5878,3514,13339,4270,14529,14309,9530,8974,7213,8935,7411,10163,8272,11636,8125,13892,8069,14365,10403,13381,12591,15096,15765,16686,18096,21590,10560,18848,12822,9930,17499,8770,23894,9721,2225,5464,218,1766,5,13,0,4,0,0
Sep.19,9호선2~3단계,4137,둔촌오륜,1,0,201,106,662,940,2665,4478,3285,2066,2189,946,1311,848,1355,916,1376,799,1461,977,1560,1080,2180,1118,5256,1451,2152,1568,2017,2513,1065,2078,606,1440,550,1257,495,1410,142,760,34,228,0,1,0,2,0,0
Sep.19,9호선2~3단계,4138,중앙보훈병원,12,3,2137,268,8528,5005,28890,9519,27993,13959,17424,11056,13908,12030,13759,9041,13923,9554,11235,11297,13160,11681,14880,10093,15167,11276,16255,11924,12180,21787,6743,19040,4856,11718,4313,11463,3039,11410,986,6970,146,1799,0,188,0,4,0,0
Sep.19,우이신설선,4701,북한산우이,56,0,1519,769,2684,1844,9425,2838,9651,4947,6669,7441,4622,7947,4640,6418,5988,5361,6142,4286,7648,3927,7202,3814,6734,4455,5783,4754,4430,5993,2785,5965,2032,3615,1287,3303,836,2941,476,2129,161,964,5,44,0,1,0,0
Sep.19,우이신설선,4702,솔밭공원,78,3,1633,369,3203,924,9841,1484,9011,3353,6731,2544,4836,2443,4444,2799,4373,3142,3904,3569,3553,4001,3779,4196,4306,5113,3844,5283,3124,6823,2049,7101,1299,4453,853,3987,597,3597,267,2696,64,814,2,56,0,1,0,0
Sep.19,우이신설선,4703,4.19민주묘지,2,0,1305,352,3149,1210,8352,1842,8763,11356,6237,6225,5262,8015,5011,6819,5827,5646,6739,5058,6278,5458,6811,4819,9758,5151,8949,6025,8739,7307,4179,7887,3005,4552,2404,4117,1555,3885,603,2907,96,838,3,8,0,4,0,0
Sep.19,우이신설선,4704,가오리,11,2,2275,281,5579,1471,16811,2490,18242,4874,11066,4184,8756,3907,7868,4078,7502,4988,6884,5577,5888,6085,5494,7559,5715,9595,5954,9716,4978,12577,3318,13397,2228,8402,1631,6833,946,6191,573,3815,124,1137,0,10,0,1,0,0
Sep.19,우이신설선,4705,화계,4,1,1871,461,3740,1173,12561,2360,13639,4743,8532,4331,6479,4492,6396,4050,6585,4536,5993,4551,5392,4638,4958,5260,5562,6585,4925,6836,4299,9713,3059,9591,1893,5728,1590,5002,935,4565,525,2852,88,845,0,4,0,0,0,0
Sep.19,우이신설선,4706,삼양,3,0,1089,347,2195,812,6599,1362,8066,3349,5207,2745,4228,2893,3674,2468,3912,2930,3882,3372,3211,3567,3016,4236,3116,5086,3090,4841,2843,6484,1942,6377,1415,3854,1114,3392,684,2797,313,1671,51,531,1,12,0,0,0,0
Sep.19,우이신설선,4707,삼양사거리,12,10,1280,293,2738,871,6985,2054,9009,4424,6013,3040,4948,3534,4493,3381,4891,3820,4969,3963,3952,4338,4066,4973,4164,5851,3798,6012,3665,7801,2901,6980,1881,3993,1481,3307,1206,2753,555,1576,113,586,2,4,0,0,0,0
Sep.19,우이신설선,4708,솔샘,5,0,2734,227,8604,1323,29036,2781,28078,4382,16497,3369,10826,3267,8810,3685,8679,4643,8416,5656,6414,6258,5772,8286,6748,11042,6506,12436,5499,20329,3702,20768,2331,12219,1893,10753,1477,10241,704,6014,177,2163,3,22,0,0,0,0
Sep.19,우이신설선,4709,북한산보국문,9,1,2047,654,6558,2259,20156,6329,23565,10392,15296,7449,11084,6233,10094,6078,10019,6398,9984,6869,8877,7014,10067,8800,11872,10712,11367,13359,11763,18619,6889,17884,4261,11430,3840,10060,3163,10117,1812,6656,473,1812,1,11,0,0,0,0
Sep.19,우이신설선,4710,정릉,2,1,1965,722,5074,1779,13385,3242,15512,6448,12457,4819,8706,4368,8163,4531,8234,5133,7723,5600,6652,5735,6999,7178,7254,8691,7664,9583,8426,14124,4892,11946,3220,7316,2837,6556,2317,5641,950,3373,278,965,2,8,0,0,0,0
Sep.19,우이신설선,4711,성신여대입구(돈암),3,0,767,276,1081,1166,4043,4759,6723,9409,5111,7781,4321,6442,4651,7155,5748,6897,5939,7683,5783,7504,7068,7772,8264,8660,8321,10236,9906,13078,6798,8917,6217,4782,6567,3854,6865,3198,3085,2060,582,670,7,12,0,2,0,0
Sep.19,우이신설선,4712,보문,5,2,374,142,816,838,2224,3048,4068,4996,3302,3287,2626,2453,2527,2227,2849,2394,3178,2618,2851,2341,2995,2818,3568,3095,3350,3225,4355,3825,2504,2903,1783,1964,1446,1836,1360,1641,632,1072,157,401,0,4,0,0,0,0
Sep.19,우이신설선,4713,신설동,17,2,696,877,917,1872,1372,5718,2274,13683,1911,6944,1984,3953,2210,3258,2493,3194,2819,3368,3134,2707,4160,2223,4803,2321,6761,2124,9839,2242,5145,1382,2921,957,2820,814,2244,883,1008,665,243,563,5,88,0,1,0,0
