사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Sep.19,경인선,1805,송내,1773,23,17111,9345,40680,19894,126536,40037,105426,95759,63076,47671,45041,27966,42447,26506,45918,29255,39869,33693,35846,34126,39661,39197,45135,49026,56612,64270,86432,99101,42745,97196,30290,60811,26640,53747,21487,50236,10291,33145,1813,6935,5,54,0,0,0,0
Sep.19,경인선,1806,부평,6870,72,24853,5239,39329,13606,96477,23567,90964,37403,54932,44107,47688,41302,48686,48864,53540,57595,53917,66070,53897,66528,57261,73021,64813,86284,71267,102988,70580,142538,57692,129086,52497,74145,55151,62549,48587,50772,26337,35237,4437,11239,13,124,0,0,0,0
Sep.19,경인선,1807,백운,185,1,7913,1733,15200,3239,33308,6329,32677,16057,19836,10575,15931,7706,14950,8501,15411,10117,13270,10487,12016,11264,11814,13394,12510,16164,13532,21433,12847,26242,7641,26979,5790,17469,5865,15513,4467,14488,2439,10710,322,3110,2,16,0,0,0,0
Sep.19,경인선,1808,동암,716,7,20170,4498,31851,10948,63958,16488,63820,20061,40870,17064,30810,17864,28190,17800,28807,19954,27382,20535,24118,23504,23566,28416,25873,32223,28944,47788,28185,59566,18850,56248,14309,39146,13501,34789,10532,32155,5471,22765,512,6693,2,60,0,0,0,0
Sep.19,경인선,1809,주안,1292,15,14588,4281,27205,9776,69682,23452,64483,40852,40713,34238,33144,25299,33708,23421,39387,28841,36565,25157,33055,27884,38596,28060,40583,35315,48532,47166,49513,63971,32076,65655,27169,42044,25267,36743,21386,34310,11248,26354,966,7689,5,62,0,0,0,0
Sep.19,경인선,1810,제물포,999,10,6946,2052,14760,5938,39672,14922,36625,35663,21483,23605,16100,11642,16467,10344,18001,14085,17199,13646,15744,12277,22273,12830,27666,17375,27707,21900,26524,28946,12999,27567,9234,19589,8080,17895,5352,16317,2415,13258,104,4289,0,22,0,0,0,0
Sep.19,경인선,1811,동인천,1885,19,8420,1814,17575,11706,46508,25565,38062,37755,25221,23061,23542,24395,24655,26833,27249,26596,28065,26976,28020,25242,31934,24661,35401,28760,42074,31430,51443,37638,26562,37932,17296,25523,13752,20237,8956,20517,3613,14415,26,5249,1,41,0,0,0,0
Sep.19,경인선,1812,인천,271,3,1195,661,3024,3170,6027,6217,5796,8964,4429,5927,4005,6977,5086,11012,7393,10740,9069,10154,10739,8756,12078,7759,14006,6319,15199,5379,14339,4860,8554,3159,6058,2666,4549,1835,2355,1542,883,1139,12,1136,0,26,0,0,0,0
Sep.19,경인선,1813,구일,270,11,3898,1434,9657,3409,29621,8799,26996,20782,14978,13489,10816,7836,9706,6424,10719,9328,10066,11961,9225,13687,11177,16117,15716,18754,16518,23020,15528,31564,14759,28106,10318,14440,15685,12412,9499,11666,7088,7329,99,1251,0,0,0,0,0,0
Sep.19,경인선,1814,소사,1363,32,15894,3028,16099,7910,38787,9566,35874,22109,24423,15113,19813,15468,17686,13918,19739,16236,17658,16128,16726,14940,19583,16555,21425,19083,20448,24266,18792,30871,11493,30113,8706,19133,7320,17933,5566,18377,2660,11604,224,3479,0,48,0,0,0,0
Sep.19,경인선,1815,부개,1818,17,9059,2355,17226,4252,42745,6459,38113,13471,23242,8072,16834,6995,14827,8154,15544,9880,13823,10975,11571,11428,11223,14357,13240,18614,13433,21361,13826,30526,8351,30013,6020,18651,4779,17743,3596,16373,2186,10148,298,3244,0,19,0,0,0,0
Sep.19,경인선,1816,간석,500,24,5939,1143,12207,2610,27187,4177,25057,9626,14312,6471,10898,5554,10389,5961,10196,7117,9481,7837,8313,8100,8567,9836,9856,12419,10077,16096,10389,20802,6642,20757,4997,13330,4780,11841,3354,10609,1886,7368,197,2851,0,17,0,0,0,0
Sep.19,경인선,1817,도원,729,37,2506,1179,3882,2100,8051,6785,7438,27622,5599,4884,5472,5082,5660,4362,6667,4817,6065,4758,5054,4729,7362,5587,15464,7386,10120,7642,9233,7850,5601,6197,3097,4475,4027,3965,1320,3763,456,2816,57,1711,0,16,0,0,0,0
Sep.19,경인선,1821,온수(성공회대입구),329,2,4947,1464,9119,5399,23823,12226,25201,18236,15913,11943,12150,7965,11728,7472,13709,8674,13364,9195,11362,9528,12326,10428,16127,12974,16519,15058,14697,24184,8309,22252,6222,13672,7173,12712,4701,12106,2745,8011,306,1777,0,13,0,0,0,0
Sep.19,경인선,1822,중동,714,1,9620,1725,16890,5242,45081,6605,36814,15635,22995,10638,16568,8006,15626,9248,15945,10855,15012,11498,12390,11631,12150,14080,14058,16967,14220,21793,15254,31707,9027,31099,6540,18804,5663,16880,4188,15667,1778,11770,277,2983,2,23,0,0,0,0
Sep.19,경인선,1823,도화,359,2,3696,1962,6768,2760,15916,3923,15795,8304,8771,3907,6983,4308,6768,4205,6783,4941,6544,5249,5575,5249,5732,6088,8012,7891,7968,8949,7712,10486,3946,10065,2548,6715,2132,6039,1420,5094,800,4313,34,1749,0,9,0,0,0,0
Sep.19,경원선,1008,이촌(국립중앙박물관),104,3,1174,779,3869,2454,9304,4585,11045,8287,8736,6080,7175,3990,6624,3698,6849,3648,7453,4861,6269,4777,7118,5774,8307,6247,9910,6936,10977,8801,6775,7341,5388,5072,5221,4447,3955,4755,1318,2911,133,958,1,3,0,0,0,0
Sep.19,경원선,1009,서빙고,64,0,853,575,1918,2658,3245,4597,3973,8259,3644,3816,3384,3554,2869,2426,2998,2322,4043,3348,3243,2282,4170,3291,4362,3619,6101,3833,7306,4580,3381,3975,3135,2262,2395,1778,1897,1686,560,1238,28,433,1,1,0,0,0,0
Sep.19,경원선,1010,한남,190,2,2214,875,3041,5846,5485,9146,7080,14571,6027,13030,5428,6857,6113,5832,6488,6149,5952,6364,6796,5267,8545,5615,10634,6695,13588,7847,16064,9228,8807,6799,6348,4310,5435,4143,4401,3179,2207,2114,110,793,0,1,0,0,0,0
Sep.19,경원선,1011,옥수,0,0,3,14,9,84,38,18,65,367,71,46,35,178,25,199,23,95,21,48,20,9,34,10,462,16,475,28,61,22,429,17,39,19,19,24,10,21,55,3,0,0,0,0,0,0,0,0
Sep.19,경원선,1012,응봉,137,0,1195,318,3129,1093,7563,1682,8561,2531,5412,1336,3573,1376,3361,1464,2954,1962,2613,2170,2182,2549,2490,3035,2897,3608,2830,4499,2919,5467,1984,5541,1365,3147,1207,2713,906,2398,314,1786,40,520,0,7,0,0,0,0
Sep.19,경원선,1013,왕십리(성동구청),795,7,5380,941,8996,5377,27365,12764,43515,25956,26949,22875,16710,20010,16733,22280,20742,25129,23259,27764,24499,26964,27798,29631,34097,35006,38134,45215,37186,70923,29834,56827,28177,32796,33172,27329,31224,27108,16096,14612,1886,5740,6,47,0,0,0,0
Sep.19,경원선,1014,청량리(서울시립대입구),1025,10,6719,1202,8155,11546,29268,15744,33033,24896,29728,37063,30608,29704,26108,37070,31012,35393,34193,34383,34764,34886,38360,38587,36643,41203,38193,38469,35106,50335,29626,41126,33467,23287,16374,19838,13545,16945,5218,10099,357,4165,1,49,0,0,0,0
Sep.19,경원선,1016,외대앞,554,3,5711,1402,9007,4139,22315,5774,28229,30573,18826,14201,14636,19026,14838,17141,17081,15865,17793,12763,18419,16455,20748,14402,22406,17143,28877,21399,24028,27480,15416,24265,12457,16540,14603,16258,11650,16393,5542,13488,294,3633,2,24,0,0,0,0
Sep.19,경원선,1017,신이문,1543,4,8455,1551,15186,2932,42163,4802,44401,9017,25499,5908,17891,6330,14677,7285,14434,8681,13596,10005,11364,11308,11047,14415,10584,18251,10582,21506,10845,31010,7571,28507,4953,18307,3816,15704,2617,16277,1163,10464,105,2555,0,22,0,0,0,0
Sep.19,경원선,1018,석계,1435,18,6966,2301,14257,4712,28466,7022,33533,13790,24300,10359,19219,9976,17274,10867,16751,12783,16802,13671,14745,15441,15036,17851,15713,23025,16418,30460,15490,40453,11477,35663,9009,23095,8284,20123,6756,19207,3657,12074,274,3170,1,53,0,0,0,0
Sep.19,경원선,1019,광운대,1973,4,6277,2040,13768,3147,36332,7254,32685,26802,18966,13693,14361,13180,13336,16333,14391,12621,14217,14183,14817,14159,15682,12895,19073,15464,21208,20182,18296,26735,10676,24472,9904,15938,9000,13725,7113,14000,3552,10804,370,6076,1,129,0,0,0,0
Sep.19,경원선,1020,월계,1033,17,5154,1571,8221,3082,20018,8819,21711,12571,14827,17198,12162,10065,11313,7025,11968,8734,11442,11331,10994,9354,13348,9566,18360,12374,16119,14522,12060,19239,7367,16913,5761,11073,5623,9130,5609,8410,1867,5788,183,1561,0,2,0,0,0,0
Sep.19,경원선,1021,녹천,1275,11,4451,929,8660,1681,22799,4639,21120,5462,14014,3270,9745,3731,7963,3617,8686,4664,7183,4650,6429,5335,5717,6449,7500,8658,6984,10097,6000,14454,3922,14390,2910,9263,2331,7946,1526,7332,650,5525,80,1577,0,3,0,0,0,0
Sep.19,경원선,1022,창동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep.19,경원선,1901,방학,525,6,11471,1557,15417,4866,34190,8795,33182,19960,23624,12447,18237,11625,16937,10831,18174,12545,17388,13204,15335,14769,15010,17763,15432,21450,16413,22876,18723,31515,10413,28394,7745,17347,6461,15619,4951,12674,1891,8770,195,2321,1,4,0,0,0,0
Sep.19,경원선,1902,도봉,254,3,7453,1155,10099,3510,21301,4331,21598,11310,15136,8853,11846,7923,11621,6754,10660,7638,11070,8704,10187,8946,9621,10706,9929,12928,10330,13714,11476,17980,5539,17150,3691,10224,2754,9682,2218,7712,907,5551,105,1465,0,1,0,0,0,0
Sep.19,경원선,1903,도봉산,212,4,6534,812,10004,2907,25023,4312,22378,8544,15492,13140,12520,15840,12741,12814,13889,11353,16635,10567,18025,10193,18975,9905,20171,9753,18401,10269,14790,10989,9723,9585,5492,6084,3911,5832,2676,5379,1034,4144,145,1764,0,2,0,0,0,0
Sep.19,경원선,1904,망월사,452,2,7200,1060,12646,3913,28379,5434,26764,26402,19322,23413,15992,17123,15780,10222,18016,10637,16430,12750,13751,11687,16316,14139,19768,16153,21635,20502,15373,24434,8726,25312,6859,16652,6330,13314,5013,12431,2735,9641,413,2865,0,4,0,0,0,0
Sep.19,경원선,1905,회룡,1167,7,14629,1847,25877,6639,59839,8447,49588,12906,34652,11596,27276,12042,24524,13758,23547,14865,21105,16788,17162,19394,16359,22825,16345,27368,15535,34642,14591,40341,9545,46306,7124,28234,5991,22180,4597,19760,1915,13736,199,5159,0,23,0,0,0,0
Sep.19,경원선,1906,의정부,2665,12,10244,2138,22055,9952,46125,15561,45285,36767,31801,40822,27918,34985,30536,37866,34577,40917,35747,44439,37566,41629,41410,39538,47711,46450,50643,52027,53245,59792,36184,57817,34261,37144,25001,29175,20910,22941,10309,16165,701,9651,1,39,0,0,0,0
Sep.19,경원선,1907,가능,521,5,8148,1712,13170,4723,25409,5297,24911,18545,17013,9048,13511,7693,12566,6774,12309,7439,10794,9077,10109,8860,9357,9895,9797,12592,12952,15983,11421,21151,7363,20531,5375,13180,4592,9562,3493,10321,1737,7287,103,2060,0,13,0,0,0,0
Sep.19,경원선,1908,녹양,355,1,4830,664,10084,2819,20064,4612,18682,9576,12099,5026,9665,4405,8467,4215,8292,5140,7863,6324,6870,6073,6526,6693,7089,8902,8685,10643,9145,15760,5029,14616,3427,10960,3171,8017,2104,9075,986,6313,66,1891,0,9,0,0,0,0
Sep.19,경원선,1909,양주,1427,1,6322,1651,14646,6548,35688,12917,32669,13799,23191,10248,18883,10598,16585,10436,16405,12831,15907,10920,14612,13038,14756,13082,15181,16556,16709,18601,18260,25547,9950,24065,5509,19279,4518,13896,2720,14491,991,9093,36,3579,1,11,0,0,0,0
Sep.19,경원선,1910,덕계,0,0,2050,473,6034,1965,12095,2473,11580,3606,5653,2386,4797,2009,4030,1646,4034,2773,3444,2324,3056,3123,3225,3234,3653,5181,4591,4812,3757,7295,1995,6416,1334,5410,751,3917,507,3390,228,3179,13,822,1,5,0,0,0,0
Sep.19,경원선,1911,덕정,0,0,3960,1514,9494,4947,22977,9383,24933,23124,12686,12183,11768,7838,11288,8067,12145,9808,12070,6875,10355,7874,12397,8374,14655,13853,16918,14524,14981,16655,7784,18053,5338,13307,4053,10894,2893,8838,1542,9200,175,1799,7,29,0,0,0,0
Sep.19,경원선,1912,지행,67,5,4638,223,11454,3223,24090,6216,27623,14469,17571,8707,12396,7897,12448,7234,12406,8231,11965,10708,9481,9858,9735,11835,12488,15093,13682,20845,15132,21302,8604,23414,6947,16439,6198,11628,4734,12029,2545,11008,146,2869,0,22,0,0,0,0
Sep.19,경원선,1913,동두천중앙,40,0,2443,64,5270,2408,10830,5635,11184,10941,8933,5543,6361,5026,6828,5818,7990,5521,7481,5517,6215,5534,5994,6165,7083,5862,7932,8508,8789,7943,3895,8236,2476,6293,1820,4260,1056,4662,438,3374,10,1179,0,6,0,0,0,0
Sep.19,경원선,1914,보산,33,0,1440,30,3048,1459,4964,3175,4733,2885,4425,1976,3564,1575,3417,1815,3601,2177,3181,2240,2952,2445,2827,2909,3284,2857,5193,4537,3614,4948,2251,6031,1643,3996,1167,3175,630,2614,296,1716,19,1024,1,8,0,0,0,0
Sep.19,경원선,1915,동두천,23,1,1106,12,3196,4191,5653,8627,7016,7500,5538,7179,3763,4316,3874,3904,4144,3292,4075,3975,3490,3559,4885,4440,5522,4124,6046,6309,5741,6338,3241,5652,1891,4031,1041,3232,607,3234,375,1783,7,1026,0,7,0,0,0,0
Sep.19,경원선,1916,소요산,60,1,946,10,1409,2734,6252,3035,7586,5001,7067,3411,7352,11335,7002,13206,8036,13916,10683,9726,12975,8699,15840,6772,14872,5745,11915,7407,7528,4068,3811,2664,2281,2017,1335,1956,481,1356,200,925,2,876,0,6,0,0,0,0
Sep.19,안산선,1751,산본,604,1,8958,1946,22344,6916,61714,15317,56129,31720,32674,24634,26841,19982,24411,21842,25893,25948,25141,28372,24120,25846,26587,31492,28264,33477,31266,44435,34162,65529,25208,60732,19627,36000,19850,29504,17283,25849,7064,17855,1423,7717,10,798,0,0,0,0
Sep.19,안산선,1752,대야미,4,0,2459,1079,6853,3776,17162,4902,18718,8052,10664,5103,8085,4526,7145,4269,6955,4508,7218,4937,6529,5355,6742,6586,7495,8244,8906,9766,10164,13041,5824,11592,4411,8381,3440,7452,2122,7477,1074,4835,319,1833,0,1,0,0,0,0
Sep.19,안산선,1753,반월,18,0,3395,1099,7004,3120,17019,4455,18007,8258,11834,3954,9197,3938,8044,4233,7801,4490,7398,5409,6094,6215,5988,7596,7078,9046,9224,10593,8801,14832,5399,11892,3552,9738,2949,8581,1763,7961,887,5164,255,1917,0,0,0,0,0,0
Sep.19,안산선,1754,상록수,491,19,15840,3102,35124,9279,82755,17994,80650,30816,47032,24814,35595,22811,32197,18583,31837,18564,29667,22063,25328,23010,26719,25918,30707,35469,36736,46968,33732,71172,21859,69643,16403,46573,14827,41818,10614,36391,6050,24427,1339,10870,0,1,0,0,0,0
Sep.19,안산선,1755,한대앞,200,1,6035,834,14189,4089,29902,7989,26030,20190,17320,17208,14124,13018,13384,8930,14308,10638,12849,10421,13061,11568,13442,12173,17105,15570,19468,20043,19010,28834,10719,24908,8541,17659,8035,13499,7302,13372,3343,8940,592,3891,0,0,0,0,0,0
Sep.19,안산선,1756,중앙,325,12,7862,1005,23833,8328,50168,15925,43130,35852,25816,30206,23064,21124,23812,20967,26382,23589,26348,26958,25091,28013,27607,27776,32307,33909,36591,43379,39052,63483,26613,54909,25813,35546,25551,28990,22608,24770,9945,19237,1951,8712,0,26,0,0,0,0
Sep.19,안산선,1757,고잔,284,9,4642,641,13340,4737,30402,11645,22491,26205,15465,15089,13239,13021,13486,11732,13078,11418,13145,11731,12866,12725,13669,11270,15155,12498,20065,16427,21839,22548,10713,19493,8305,13775,7604,10919,5104,10348,2307,9021,347,4732,0,68,0,0,0,0
Sep.19,안산선,1758,초지,376,21,2410,245,7508,3861,17046,9238,13874,15602,8844,14790,6745,8006,6439,5808,6816,6470,6169,7923,5569,5803,7351,6215,10431,6520,12283,8699,12422,11849,6504,11950,4353,7853,2949,6673,2607,6239,764,4162,116,2102,0,82,0,0,0,0
Sep.19,안산선,1759,안산,2156,8,12322,722,15321,16943,26384,40392,28479,34187,27833,16341,23316,17120,21779,19008,22607,19898,23093,20888,23285,19995,24566,21767,26913,23982,46442,29898,50175,33591,28855,30240,24661,22326,15284,19357,7124,16163,2359,9179,293,4113,0,284,0,0,0,0
Sep.19,안산선,1760,신길온천,19,2,1622,38,3538,1289,7240,3417,6857,2455,3754,1323,3073,1357,2514,1524,2383,1555,2307,1563,2045,1973,2130,2325,2351,2764,3389,3723,3659,5053,1850,4288,1412,3279,882,2640,525,2768,214,1807,36,892,1,24,0,0,0,0
Sep.19,안산선,1761,정왕,301,3,5510,292,9537,9850,18529,23074,16446,32488,13642,24763,12182,17432,12421,12646,12712,12906,13895,13087,13803,12538,16315,12568,21357,12350,29271,15619,31493,21758,17066,18093,12576,14335,9945,12326,6237,11196,2621,7583,381,3335,3,543,0,0,0,0
Sep.19,안산선,1762,오이도,267,3,6537,112,17918,8085,40405,14250,34167,17768,21487,9721,16598,10895,14961,12234,15782,12358,14590,13464,13464,14653,15064,15819,17721,18656,23125,23842,22195,32885,14459,27479,10145,20139,8432,18262,6817,16665,2649,12265,160,5182,1,729,0,0,0,0
Sep.19,안산선,1763,수리산,10,0,3005,514,9040,1428,20306,3841,19341,5946,11566,3937,8064,4448,7795,3715,6838,3306,6203,3954,5079,3972,5474,5169,5398,6160,5276,7422,5629,11197,3404,10968,2290,7090,1587,6273,1280,6021,514,4575,172,1378,0,3,0,0,0,0
Sep.19,과천선,1450,선바위,47,1,1240,1147,7070,8109,21971,21943,28478,25925,20074,15352,12948,7898,11577,7207,11826,8223,12017,8568,11272,8150,11795,9508,14861,11155,24862,13926,34274,19166,17150,16023,10537,11310,8838,10953,5583,10260,1870,5913,202,2233,1,15,0,0,0,0
Sep.19,과천선,1451,경마공원,1,9,291,515,920,3335,2108,5692,3143,16666,2484,27655,2952,33905,3669,21484,4486,18468,5295,17826,7653,13283,11203,7920,19262,4829,32855,2861,67593,2869,10439,2643,2761,1394,1212,1211,2419,1319,283,804,63,344,0,3,0,0,0,0
Sep.19,과천선,1452,대공원,3,0,58,625,238,3619,1123,4562,1193,15917,1627,24736,2229,23103,4909,16654,10361,13489,9441,14063,11698,13449,15819,10483,17878,8714,18659,5329,19156,3187,9318,1962,5621,910,6476,703,9453,557,8575,509,109,83,0,0,0,0,0,0
Sep.19,과천선,1453,과천,10,1,1558,1248,6133,10053,19490,3697,19485,8174,12810,5400,8999,4469,8485,4312,8837,4438,8252,5127,7584,6374,7894,6391,12328,8206,12349,9201,8026,13343,4074,13551,2516,8233,2068,7826,1629,8340,583,5419,114,1669,0,15,0,0,0,0
Sep.19,과천선,1454,정부과천청사,9,0,1675,2052,5285,12432,18130,24253,17132,69259,16569,27604,14195,19894,13062,17456,14705,12439,20012,14398,24820,16209,21527,12664,23833,13957,32921,17347,54281,24000,16877,21915,13860,10822,18174,9080,14133,8627,3736,5557,359,1513,0,9,0,0,0,0
Sep.19,과천선,1455,인덕원,100,3,9197,2163,26763,12018,85932,30726,77752,106222,50335,40165,38081,23523,33945,22039,35307,22874,36395,28990,31016,28085,32469,32742,38195,38105,50252,48926,81313,77543,36588,73501,26679,41665,24893,40156,17770,40184,6878,27584,1101,9562,0,34,0,0,0,0
Sep.19,과천선,1456,평촌,24,4,4155,2307,19739,9219,61673,28308,52034,77140,29905,32805,22237,16672,20290,16225,21665,15926,20766,20163,19910,18725,21908,18965,24538,24881,36902,30268,58112,46242,27228,48442,20338,26420,18532,22476,16429,21170,6292,12718,996,6067,0,20,0,0,0,0
Sep.19,과천선,1457,범계,84,7,7690,3126,30026,11110,96132,24853,84798,62272,51514,47410,38197,33024,37037,32892,39965,34209,40051,41775,37552,39925,40927,41630,46633,51623,53685,67350,67138,97101,42976,87695,43500,47787,36514,37974,33610,36107,13812,22289,1921,10033,4,31,0,0,0,0
Sep.19,분당선,1023,선릉,66,0,1112,1001,1918,10030,4092,38831,6973,133640,6052,82576,6711,33481,8999,22689,10994,21341,12684,23850,13786,18690,16125,16950,24724,15904,33690,22298,70746,25150,30857,16995,19807,8530,18692,6456,17617,5517,5813,3798,302,874,0,6,0,0,0,0
Sep.19,분당선,1024,한티,25,3,1946,948,7243,8028,21312,22522,28120,46732,19582,41629,15188,24406,16003,20491,21313,26324,23113,30435,20062,22939,22876,22875,28694,29295,40364,40000,43810,36890,28749,27320,30988,16130,23564,13458,34664,13328,5722,8130,248,982,1,1,0,0,0,0
Sep.19,분당선,1025,도곡,27,2,1300,1140,3456,5500,9266,15204,14042,27205,10737,19326,9004,8892,9520,8820,9614,8364,10613,9935,10927,8625,12337,9249,15745,10488,18969,11780,24813,14006,12736,12566,7940,7703,8096,6991,5398,6370,1806,4290,83,695,0,6,0,0,0,0
Sep.19,분당선,1026,구룡,7,0,436,364,1191,2129,3152,8179,4871,5201,3983,2191,3035,1530,2875,1435,3042,1828,2543,2060,2377,1962,3361,2284,6329,2659,3892,2945,4617,3734,1954,3148,1072,1994,1763,1933,489,1857,168,1593,15,210,0,0,0,0,0,0
Sep.19,분당선,1027,개포동,10,1,720,291,2616,2683,7641,5520,8904,9584,6378,7057,5138,6114,4833,3784,6560,4208,5628,4785,5232,4703,5731,4975,7121,5565,7819,6867,7564,9365,4564,7734,3358,4928,3578,4489,3262,4799,1039,3161,50,403,0,2,0,0,0,0
Sep.19,분당선,1028,대모산입구,15,1,2100,1248,3889,5246,10300,4098,11967,8583,7725,4850,5769,3706,5397,3325,5494,3689,5272,4065,4599,4206,5006,5064,6423,5455,7416,5921,8107,7757,3888,6884,2334,4719,1835,4472,1358,4687,442,2591,28,465,0,1,0,0,0,0
Sep.19,분당선,1030,수서,101,2,3235,3476,6893,13804,25266,26769,39994,45310,27545,28867,26131,19818,20251,16247,24324,20892,23029,20824,16850,19755,25600,21517,28911,27247,34175,31312,44697,41134,21653,32583,20805,21594,15040,19134,14746,17222,9956,8254,277,1397,23,11,1,0,0,0
Sep.19,분당선,1031,복정,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,3,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
Sep.19,분당선,1846,수원,917,0,4219,536,8045,3135,27738,7810,31657,12885,17059,9926,10745,6920,10533,6729,10735,9239,10985,9472,10720,8083,12310,9109,15481,12943,19156,15318,22281,22172,16973,19723,14725,10428,13486,8130,11766,7300,5397,4052,152,1916,1,12,0,0,0,0
Sep.19,분당선,1847,서울숲,74,0,2066,482,5022,10354,14095,10842,23992,32482,15337,20725,8567,12718,8857,11464,9708,12131,10384,15316,11421,14488,14295,14352,20226,14208,25688,15341,34359,22020,18809,17409,11560,9720,10801,8433,6154,8930,2438,4362,73,1120,0,1,0,0,0,0
Sep.19,분당선,1848,압구정로데오,101,2,1658,623,3391,9290,5554,20264,9074,66597,7669,84780,8344,43718,11863,31190,15630,29165,18309,29759,23003,27979,27954,26887,34475,26580,46955,31475,74054,37807,56222,26081,47316,10448,30991,6915,23902,6318,9666,3368,347,653,1,5,0,0,0,0
Sep.19,분당선,1849,강남구청,33,0,1130,565,2754,4691,7303,13360,11238,52839,9387,39274,8805,19035,10066,14214,10748,14661,12497,15668,13625,15110,15836,14702,16312,15395,22652,17319,47939,21405,24907,15591,14820,8316,13713,7047,9762,6665,3923,4025,136,886,1,6,0,0,0,0
Sep.19,분당선,1850,선정릉,5,0,960,685,2062,3834,4978,10606,8324,50143,6730,40342,6019,16437,7372,12138,10434,9704,10458,10145,11204,9375,11718,9181,13338,8807,19128,10256,42294,11931,23013,8331,11728,4755,11219,4317,8302,4123,2993,2824,139,664,0,9,0,0,0,0
Sep.19,분당선,1851,가천대,30,1,4987,817,6713,3918,17379,6278,25663,45774,15718,42668,11008,32399,11735,12245,16666,21617,15320,15053,22318,14949,24883,12141,31125,14478,34544,18579,23179,25745,15088,23311,11630,16548,10806,16613,10897,17928,7657,13065,462,2306,1,2,0,0,0,0
Sep.19,분당선,1852,태평,198,14,14320,2360,20119,6023,43748,8430,63845,16969,44124,13297,26391,12787,21926,14246,22052,15148,21592,17405,19357,17868,18730,26125,19371,27424,20341,34421,21258,48471,12986,39401,9698,27140,7659,29804,5535,26595,2500,15397,195,2482,2,14,0,0,0,0
Sep.19,분당선,1853,모란,349,6,14410,2854,22266,11431,57941,22420,76264,37445,55149,33906,37865,29770,35380,31723,38562,32089,37737,36597,35515,35650,36803,43090,39372,45343,42873,50507,44717,69735,28077,56979,19293,39418,18440,38370,14668,32704,7526,22413,790,3053,3,18,0,0,0,0
Sep.19,분당선,1854,야탑,253,9,7624,3497,19234,16894,57389,39986,71140,94525,48081,60353,39758,40935,41116,40467,43313,43465,44377,43695,44247,47909,47806,45045,54608,54166,65048,62591,90577,82349,51523,69464,38059,41925,35986,35731,26742,33971,10894,20994,870,4550,3,10,0,0,0,0
Sep.19,분당선,1855,서현,373,12,5162,2568,12566,11004,36418,36704,45864,82810,34286,71747,30346,47793,32066,41468,37024,40359,39401,45890,42289,42870,47348,45631,51514,47126,66690,56938,92612,71598,59660,59161,55027,31595,45278,26700,36925,23095,15436,14754,1183,2377,2,18,0,0,0,0
Sep.19,분당선,1856,수내,229,2,2917,1679,7164,5622,18544,14938,25424,53232,18115,41175,14576,21430,15624,18084,18002,20019,19510,19272,21426,20877,23565,19122,24345,22415,32663,25694,48004,32201,27968,24867,27978,15164,20367,12565,17685,11415,5174,7009,346,1558,1,8,0,0,0,0
Sep.19,분당선,1857,정자,418,5,3634,871,10657,11249,29840,23255,37243,62409,26677,46218,19555,24503,18892,18277,20820,18519,21089,20463,21493,20223,24815,21995,26656,25864,37246,33737,54992,49816,33003,42834,24553,26342,25481,21365,24517,21201,9973,12470,1570,4181,6,19,0,0,0,0
Sep.19,분당선,1858,미금,633,3,3711,886,12345,12009,27965,20007,36756,48423,29019,38397,26268,25540,27564,25679,27998,27372,29430,30103,30472,26713,33612,31226,33237,32797,40048,37190,44611,47947,25764,40844,20085,25852,21100,23475,18194,21367,5707,13799,362,3533,2,18,0,0,0,0
Sep.19,분당선,1859,오리,693,3,3918,503,13570,7113,32551,13856,36667,33250,26279,20038,20788,14316,19165,12349,19347,15030,19310,15594,18258,15155,19597,14949,21806,18302,25260,19474,35200,28404,16963,25309,12927,17171,12286,14082,8869,14016,3519,9482,177,2874,1,10,0,0,0,0
Sep.19,분당선,1860,이매,74,0,2479,818,6389,3395,16214,10640,17734,16967,11835,9119,10262,7803,9553,7205,11455,8558,9925,8678,10111,8724,9211,9622,13190,9862,17411,13345,14956,16817,7941,14751,5572,8928,8424,8229,7750,9088,1567,5857,114,1329,1,9,0,0,0,0
